election.date,county,unknown.flag,name,addr.line.1,addr.line.2,open.date,hours,lon,lat
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",10/24/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",10/25/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",10/26/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",10/27/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",10/28/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",10/29/2016,8:00AM - 1:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",10/30/2016,Closed,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",10/31/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",11/01/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",11/02/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",11/03/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",11/04/2016,8:00AM - 5:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,Y,ALEXANDER COUNTY BOARD OF ELECTIONS OFFICE,370 SW 1ST AVE,"TAYLORSVILLE, NC 28681",11/05/2016,8:00AM - 1:00PM,-81.1806158,35.9198757
11/08/2016,ALEXANDER,N,BETHLEHEM COMMUNITY FIRE/RESCUE,7373 NC HWY 127,"TAYLORSVILLE, NC 28681",10/20/2016,Closed,-81.30898260000001,35.8436095
11/08/2016,ALEXANDER,N,BETHLEHEM COMMUNITY FIRE/RESCUE,7373 NC HWY 127,"TAYLORSVILLE, NC 28681",10/21/2016,Closed,-81.30898260000001,35.8436095
11/08/2016,ALEXANDER,N,BETHLEHEM COMMUNITY FIRE/RESCUE,7373 NC HWY 127,"TAYLORSVILLE, NC 28681",10/22/2016,Closed,-81.30898260000001,35.8436095
11/08/2016,ALEXANDER,N,BETHLEHEM COMMUNITY FIRE/RESCUE,7373 NC HWY 127,"TAYLORSVILLE, NC 28681",10/23/2016,Closed,-81.30898260000001,35.8436095
11/08/2016,ALEXANDER,N,BETHLEHEM COMMUNITY FIRE/RESCUE,7373 NC HWY 127,"TAYLORSVILLE, NC 28681",10/24/2016,Closed,-81.30898260000001,35.8436095
11/08/2016,ALEXANDER,N,BETHLEHEM COMMUNITY FIRE/RESCUE,7373 NC HWY 127,"TAYLORSVILLE, NC 28681",10/25/2016,Closed,-81.30898260000001,35.8436095
