election.date,county,unknown.flag,name,addr.line.1,addr.line.2,open.date,hours,lon,lat
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",10/27/2016,8:00AM - 5:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",10/28/2016,8:00AM - 5:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",10/29/2016,8:00AM - 1:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",10/30/2016,Closed,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",10/31/2016,8:00AM - 5:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",11/01/2016,8:00AM - 5:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",11/02/2016,8:00AM - 5:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",11/03/2016,8:00AM - 5:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",11/04/2016,8:00AM - 5:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,CITY/COUNTY,905 WEST AVE,"LENOIR, NC 28645",11/05/2016,8:00AM - 1:00PM,-81.5406946,35.9141759
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/20/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/21/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/22/2016,8:00AM - 1:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/23/2016,Closed,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/24/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/25/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/26/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/27/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/28/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/29/2016,8:00AM - 1:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/30/2016,Closed,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",10/31/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",11/01/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",11/02/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",11/03/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",11/04/2016,8:00AM - 5:00PM,-81.439523,35.812534
11/08/2016,CALDWELL,N,SHUFORD RECREATION CENTER,56 PINEWOOD RD,"GRANITE FALLS, NC 28630",11/05/2016,8:00AM - 1:00PM,-81.439523,35.812534
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/20/2016,7:00AM - 6:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/21/2016,7:00AM - 6:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/22/2016,9:00AM - 1:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/23/2016,Closed,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/24/2016,8:00AM - 5:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/25/2016,8:00AM - 5:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/26/2016,8:00AM - 5:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/27/2016,7:00AM - 6:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/28/2016,7:00AM - 6:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/29/2016,9:00AM - 1:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/30/2016,Closed,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",10/31/2016,8:00AM - 5:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",11/01/2016,8:00AM - 5:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",11/02/2016,8:00AM - 5:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",11/03/2016,7:00AM - 6:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",11/04/2016,7:00AM - 6:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,Y,CAMDEN COUNTY BOARD OF ELECTIONS OFFICE,117 NC  343 HWY N,"CAMDEN, NC 27921",11/05/2016,9:00AM - 1:00PM,-76.1747829,36.329707
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/20/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/21/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/22/2016,9:00AM - 1:00PM,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/23/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/24/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/25/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/26/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/27/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/28/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/29/2016,9:00AM - 1:00PM,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/30/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",10/31/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",11/01/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",11/02/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",11/03/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",11/04/2016,Closed,-76.331554,36.445507
11/08/2016,CAMDEN,N,SHERIFF'S SATELLITE OFFICE,105 HALSTEAD ST,"SOUTH MILLS, NC 27976",11/05/2016,9:00AM - 1:00PM,-76.331554,36.445507
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/20/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/21/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/22/2016,8:00AM - 1:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/23/2016,Closed,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/24/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/25/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/26/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/27/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/28/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/29/2016,8:00AM - 1:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/30/2016,Closed,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",10/31/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",11/01/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",11/02/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",11/03/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",11/04/2016,8:00AM - 6:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,Y,CARTERET COUNTY BOARD OF ELECTIONS OFFICE,1702 LIVE OAK ST # 200,"BEAUFORT, NC 28516",11/05/2016,8:00AM - 1:00PM,-76.6390535,34.7285454
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/20/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/21/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/22/2016,8:00AM - 1:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/23/2016,Closed,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/24/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/25/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/26/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/27/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/28/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/29/2016,8:00AM - 1:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/30/2016,Closed,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",10/31/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",11/01/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",11/02/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",11/03/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",11/04/2016,12:00PM - 7:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,DAVIS VOLUNTEER FIRE DEPARTMENT,595 HIGHWAY 70 DAVIS,"DAVIS, NC 28524",11/05/2016,8:00AM - 1:00PM,-76.462244,34.79952
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/20/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/21/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/22/2016,8:00AM - 1:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/23/2016,Closed,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/24/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/25/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/26/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/27/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/28/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/29/2016,8:00AM - 1:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/30/2016,Closed,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",10/31/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",11/01/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",11/02/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",11/03/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",11/04/2016,8:00AM - 6:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,FORT BENJAMIN PARK RECREATION CENTER,100 MCQUEEN AVE,"NEWPORT, NC 28570",11/05/2016,8:00AM - 1:00PM,-76.8582747,34.769086
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/20/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/21/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/22/2016,8:00AM - 1:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/23/2016,Closed,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/24/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/25/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/26/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/27/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/28/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/29/2016,8:00AM - 1:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/30/2016,Closed,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",10/31/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",11/01/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",11/02/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",11/03/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",11/04/2016,8:00AM - 6:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,MOREHEAD PARKS AND RECREATION,1600 FISHER ST,"MOREHEAD CITY, NC 28557",11/05/2016,8:00AM - 1:00PM,-76.72434899999999,34.725197
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/20/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/21/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/22/2016,8:00AM - 1:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/23/2016,Closed,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/24/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/25/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/26/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/27/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/28/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/29/2016,8:00AM - 1:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/30/2016,Closed,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",10/31/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",11/01/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",11/02/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
11/08/2016,CARTERET,N,WESTERN PARK COMMUNITY CENTER,275 OLD HIGHWAY 58,"CEDAR POINT, NC 28584",11/03/2016,8:00AM - 6:00PM,-77.0728635,34.6942241
